1.04007  0  
0.99995  0.0100975  
0.999793  0.0204012  
0.999523  0.0309112  
0.999134  0.0416294  
0.998619  0.0525574  
0.99797  0.0636986  
0.99718  0.0750552  
0.996242  0.086628  
0.995146  0.0984205  
0.993885  0.11043  
0.992449  0.122662  
0.990831  0.135113  
0.989021  0.147784  
0.987008  0.160676  
0.984785  0.173784  
0.98234  0.187112  
0.979663  0.200653  
0.976746  0.214405  
0.973576  0.228369  
0.970144  0.242534  
0.96644  0.256901  
0.962452  0.271461  
0.958171  0.286206  
0.953585  0.301132  
0.948686  0.316226  
0.943461  0.331486  
0.937906  0.346895  
0.932006  0.362446  
0.925758  0.37812  
0.91915  0.393921  
0.912172  0.409816  
0.904821  0.425798  
0.897091  0.441852  
0.888976  0.457957  
0.880473  0.474101  
0.871578  0.49026  
0.862289  0.506419  
0.852603  0.522561  
0.842525  0.538661  
0.832052  0.554701  
0.821191  0.570657  
0.809942  0.586512  
0.798318  0.602239  
0.786321  0.617821  
0.773959  0.633239  
0.761244  0.648467  
0.748189  0.663489  
0.734805  0.678281  
0.721106  0.692827  
0.707108  0.707108  
0.692827  0.721106  
0.678281  0.734804  
0.663488  0.748189  
0.648467  0.761244  
0.63324  0.773958  
0.617821  0.786321  
0.60224  0.798318  
0.58651  0.809943  
0.570658  0.82119  
0.554701  0.832052  
0.538663  0.842524  
0.522563  0.852603  
0.506423  0.862287  
0.490262  0.871578  
0.4741  0.880473  
0.457958  0.888976  
0.441844  0.897094  
0.425795  0.904821  
0.409815  0.912171  
0.393919  0.919147  
0.378124  0.925757  
0.362447  0.932007  
0.346897  0.937907  
0.331486  0.943463  
0.316227  0.948686  
0.301131  0.953586  
0.286207  0.958171  
0.27146  0.962452  
0.256899  0.96644  
0.242536  0.970145  
0.228369  0.973576  
0.214408  0.976746  
0.200654  0.979664  
0.187112  0.98234  
0.173785  0.984786  
0.160672  0.98701  
0.147783  0.989022  
0.135104  0.990833  
0.122662  0.99245  
0.110431  0.993886  
0.0984192  0.995147  
0.0866286  0.996242  
0.0750511  0.997181  
0.0636996  0.997971  
0.0525507  0.998619  
0.0416292  0.999134  
0.0309121  0.999523  
0.0204018  0.999793  
0.0100988  0.99995  
