1.00273  0.000225151  
0.982361  0.00959355  
0.962742  0.0193191  
0.943629  0.0289712  
0.925163  0.0385043  
0.9077  0.0478502  
0.890119  0.0570501  
0.873394  0.0658288  
0.857268  0.0746061  
0.841992  0.0834297  
0.826154  0.0916987  
0.810539  0.0998877  
0.795232  0.10864  
0.780494  0.116764  
0.766231  0.1248  
0.752684  0.132827  
0.738835  0.140921  
0.725493  0.14851  
0.712522  0.156446  
0.69921  0.164127  
0.686507  0.171743  
0.674268  0.179229  
0.661773  0.186664  
0.649704  0.194113  
0.637928  0.201478  
0.626167  0.208793  
0.614789  0.216061  
0.603534  0.223262  
0.592414  0.23038  
0.581524  0.237546  
0.570766  0.244649  
0.560099  0.25168  
0.549604  0.258694  
0.539437  0.265738  
0.529178  0.272588  
0.519221  0.279497  
0.509334  0.28638  
0.499532  0.29327  
0.489875  0.300172  
0.480342  0.307037  
0.470914  0.313839  
0.461697  0.320718  
0.452401  0.327429  
0.443363  0.334161  
0.434339  0.341123  
0.425458  0.347903  
0.416606  0.354624  
0.407899  0.36151  
0.399184  0.36825  
0.390644  0.37503  
0.382116  0.381915  
0.37374  0.388785  
0.365432  0.395655  
0.357161  0.402429  
0.348979  0.409314  
0.340874  0.416315  
0.33282  0.423212  
0.324846  0.430221  
0.316923  0.437295  
0.309054  0.444207  
0.301258  0.451183  
0.293474  0.458389  
0.285743  0.465618  
0.278088  0.472869  
0.270412  0.480123  
0.262837  0.487411  
0.255276  0.494907  
0.247787  0.502342  
0.240323  0.509838  
0.232911  0.517472  
0.225521  0.525372  
0.218158  0.533103  
0.210829  0.541225  
0.203494  0.549019  
0.196198  0.557307  
0.188915  0.56543  
0.181654  0.574016  
0.174419  0.582445  
0.16717  0.591214  
0.159956  0.600142  
0.152728  0.609294  
0.145526  0.618597  
0.138303  0.628227  
0.131098  0.637987  
0.123868  0.64811  
0.116646  0.658504  
0.109416  0.669324  
0.102138  0.680496  
0.0948489  0.69208  
0.087511  0.704268  
0.0801393  0.717025  
0.0727332  0.730535  
0.0652282  0.744734  
0.0576497  0.760162  
0.049988  0.776693  
0.0422411  0.794725  
0.034375  0.815368  
0.026335  0.838932  
0.0179902  0.867631  
0.00950154  0.905198  
