0.859399  4.35057e-17  5.15649e-19  5.48058e-18  6.07915e-19  2.10614e-16  2.18179e-20  0  2.5011e-19  1.74458e-16  5.18089e-17  9.63359e-18  2.26785e-17  1.6138e-18  1.93023e-17  9.4208e-17  7.52767e-24  5.93288e-17  7.19108e-19  1.08874e-18  0  
0.844619  1.37247e-14  5.30235e-15  6.3496e-14  5.23998e-15  1.46015e-14  1.06839e-15  1.93658e-14  3.21455e-15  5.36481e-14  4.10424e-15  1.81186e-15  3.09858e-14  3.16981e-14  1.99985e-14  4.3452e-14  2.58244e-15  5.89536e-14  8.13324e-14  1.25195e-13  7.71605e-16  
0.838425  3.72211e-14  1.50476e-14  2.15603e-15  1.39839e-13  1.75454e-14  3.7169e-14  1.48956e-13  3.8574e-14  2.69091e-15  4.13979e-14  4.27103e-15  3.54295e-14  9.65811e-15  8.64352e-15  4.95936e-15  8.20044e-14  8.74729e-14  1.66445e-14  1.95954e-13  1.83127e-14  
0.833608  7.66247e-16  5.1957e-21  8.40882e-17  1.01158e-16  4.47882e-15  9.28686e-21  5.83115e-15  1.62819e-20  3.33571e-18  2.54261e-17  3.68541e-18  3.72167e-18  6.00922e-19  4.83629e-16  9.25075e-17  5.88892e-24  5.37046e-17  2.2151e-14  1.39948e-15  0  
0.829489  8.66857e-14  3.76295e-15  2.35968e-14  1.82945e-14  5.21768e-14  2.20541e-14  1.0517e-13  2.49395e-13  9.30055e-14  2.26925e-14  1.09741e-13  2.86466e-14  1.58343e-13  8.28727e-14  3.69467e-14  1.46968e-13  2.0344e-13  1.1515e-13  4.61322e-15  8.42817e-16  
0.825805  6.4397e-16  1.44227e-13  1.71837e-14  6.51089e-15  1.22876e-14  7.52121e-15  3.6595e-15  7.34679e-14  9.48745e-14  3.80733e-14  8.20005e-14  4.59102e-17  1.01564e-14  1.34322e-13  5.87159e-14  1.85831e-15  3.42767e-14  1.87381e-14  2.35316e-14  5.75182e-14  
0.822423  2.27791e-15  3.17327e-18  2.83918e-15  1.21003e-14  7.65968e-15  6.95735e-14  2.33753e-14  1.76857e-14  3.53697e-15  5.86806e-16  2.76778e-14  1.14896e-15  2.25273e-14  1.09102e-13  1.39222e-16  2.07989e-15  2.50434e-14  4.2719e-15  3.79013e-15  5.347e-17  
0.819262  3.49408e-17  4.41445e-18  3.89226e-23  3.03359e-18  2.19503e-18  0  4.19035e-18  1.88714e-17  2.27866e-16  1.29389e-17  2.16258e-18  1.25848e-20  0  4.97235e-20  4.93212e-22  1.77502e-18  1.33901e-19  7.73477e-19  1.73615e-20  1.37107e-17  
0.816273  5.48747e-17  5.51948e-17  1.17696e-17  4.92751e-18  1.48898e-18  2.09907e-19  1.57569e-16  0  1.88534e-18  2.11118e-19  1.31531e-21  8.65795e-19  1.36949e-16  2.17255e-17  9.90546e-20  1.4267e-16  1.41523e-18  4.87587e-17  3.09602e-20  1.2333e-16  
0.813417  4.80655e-15  2.54499e-14  2.70688e-14  1.81183e-13  6.84223e-15  3.95343e-14  4.19176e-15  8.19489e-14  1.09682e-13  2.06007e-14  6.73646e-14  6.08939e-14  6.59219e-14  4.78016e-15  1.11393e-13  4.85143e-14  3.59516e-14  1.31633e-13  6.13844e-15  4.61847e-14  
0.810671  6.15489e-14  9.88114e-14  2.21553e-14  6.33075e-14  2.00816e-14  2.71939e-13  5.76201e-15  8.22393e-14  1.08465e-13  6.69239e-15  2.50097e-14  1.73804e-13  5.55685e-14  5.66264e-14  9.89974e-14  1.93297e-13  1.03168e-14  1.32899e-13  2.14323e-13  9.25183e-14  
0.808013  7.9773e-14  5.71353e-14  2.1334e-14  2.4579e-14  6.77343e-14  5.88784e-14  1.31278e-14  1.79746e-14  1.03254e-13  8.45355e-18  6.6642e-14  1.2154e-13  5.01121e-14  3.78545e-14  1.69177e-14  5.03375e-14  5.50741e-14  1.16005e-14  1.23213e-13  6.52918e-14  
0.805429  9.79986e-17  5.51948e-17  6.26813e-18  3.84558e-17  1.48898e-18  2.09907e-19  1.57569e-16  0  1.77187e-18  6.42568e-20  1.62224e-14  8.65795e-19  1.36949e-16  2.60104e-16  9.90546e-20  1.4267e-16  1.41523e-18  4.87587e-17  3.09602e-20  1.2333e-16  
0.802906  1.59167e-14  4.389e-16  1.02967e-14  1.03203e-18  8.2244e-14  1.92485e-15  6.80017e-16  5.1025e-14  1.96041e-15  3.78441e-16  5.47667e-14  7.88874e-15  2.07774e-16  2.1007e-15  4.49207e-14  1.24948e-14  6.94258e-16  1.36051e-14  6.26516e-15  7.76828e-16  
0.800433  7.76304e-18  8.69994e-23  0  2.85128e-17  1.40225e-16  3.61002e-17  3.86114e-17  2.03848e-16  1.13326e-17  5.64877e-17  4.06567e-17  9.77919e-17  4.09127e-19  1.40556e-17  7.31183e-19  6.79839e-18  3.99116e-18  0  3.85056e-19  5.1946e-17  
0.798003  1.6686e-14  3.33336e-14  1.38594e-13  6.41373e-15  8.68961e-14  1.51241e-13  3.3716e-14  1.23919e-13  1.63748e-14  8.62836e-15  2.2583e-13  7.32789e-14  2.06617e-13  3.92996e-14  1.09112e-13  3.60861e-14  1.66589e-13  4.2231e-14  7.47187e-14  4.14449e-14  
0.795607  1.12457e-16  1.21091e-17  2.30134e-18  4.53575e-21  1.14722e-17  2.29745e-17  8.28352e-17  8.72807e-19  2.56641e-17  1.35113e-16  1.48119e-17  2.74593e-17  0  1.92984e-16  8.14166e-18  2.50956e-17  1.18112e-16  8.01816e-18  2.70477e-17  8.02685e-19  
0.793241  1.07834e-15  2.55933e-14  6.80496e-14  4.26677e-14  3.50569e-16  5.40834e-14  1.75757e-14  1.23928e-14  8.87283e-16  1.36599e-15  4.90832e-14  1.48954e-14  7.46098e-16  4.4102e-14  8.14682e-15  3.7182e-14  2.43086e-14  8.7039e-15  1.00867e-13  1.18954e-15  
0.790899  2.24464e-15  1.00045e-13  7.28482e-18  1.21894e-14  2.11803e-14  2.63241e-14  4.76426e-15  5.99223e-14  4.08918e-14  8.59671e-14  3.60367e-14  4.75648e-14  7.47367e-14  7.3249e-15  5.33642e-14  2.40009e-15  1.29259e-14  9.65036e-16  6.68729e-14  5.60872e-14  
0.788575  8.54563e-14  8.75085e-15  1.45546e-14  2.10017e-13  1.46376e-13  6.31344e-14  2.58907e-13  6.35096e-15  2.19979e-13  1.25306e-13  1.34103e-13  7.88817e-14  6.80113e-14  2.14882e-14  1.16287e-13  5.66702e-14  2.78164e-14  8.80611e-14  3.34696e-14  1.62895e-13  
0.786266  3.91661e-14  3.84452e-14  7.37942e-15  3.1177e-14  5.626e-14  2.86132e-14  4.41509e-14  9.30522e-14  3.29049e-14  1.16137e-14  5.29823e-14  1.00074e-13  7.91519e-14  4.63352e-14  1.60591e-14  6.76824e-14  9.75244e-14  3.51618e-14  3.055e-15  4.12845e-15  
0.783967  3.71103e-14  1.50846e-14  1.16205e-15  4.09196e-14  1.39982e-14  1.41737e-14  1.15657e-14  2.41021e-15  1.0275e-15  4.81098e-15  4.26107e-15  7.79279e-15  9.65872e-15  1.48363e-14  1.10588e-15  8.75286e-14  5.03765e-14  1.66433e-14  3.99538e-14  1.83182e-14  
0.781675  7.91509e-14  5.0686e-14  5.38394e-14  2.03801e-14  8.28673e-14  8.96389e-14  1.336e-16  4.31653e-15  1.07501e-13  1.14893e-13  4.51001e-15  8.42391e-14  1.81638e-14  7.86246e-15  2.20203e-14  5.51658e-14  9.66393e-15  6.16226e-14  1.73296e-13  1.63855e-14  
0.779388  4.46212e-14  2.04019e-14  3.65963e-15  1.29768e-13  2.4923e-14  1.56076e-13  2.96419e-14  4.17883e-15  1.57644e-14  3.2565e-14  9.43817e-15  1.06601e-14  2.84667e-15  1.66988e-13  2.12027e-14  5.52114e-14  1.90574e-13  3.86723e-14  2.27928e-14  2.62292e-14  
0.777101  3.35096e-15  5.13241e-15  1.34254e-16  0  5.16306e-17  3.87741e-18  1.37903e-19  1.4821e-16  1.88056e-15  2.41753e-16  5.60781e-16  1.39446e-20  7.958e-15  9.68714e-17  7.16871e-17  6.68488e-18  1.27878e-15  9.05598e-15  2.21572e-16  6.40535e-17  
0.774811  9.28345e-14  9.12169e-14  6.30576e-14  2.03191e-13  3.16046e-13  2.49024e-14  1.9622e-14  3.1639e-14  8.16229e-14  1.53194e-14  2.16996e-13  1.91847e-13  0  1.60617e-13  3.54521e-17  1.2552e-13  1.4739e-15  1.26597e-13  1.39196e-14  2.74998e-16  
0.772517  6.42349e-22  1.96102e-18  4.09894e-17  5.3615e-19  1.80164e-23  4.9268e-17  1.22429e-16  3.4491e-19  1.07336e-17  7.83952e-20  2.81459e-17  9.18057e-20  3.48435e-17  0  1.06461e-16  9.89315e-20  1.4547e-18  1.68928e-18  3.0216e-17  1.53789e-17  
