0.250815  0.708949  4.35079e-17  0  0  1.67028e-16  3.41593e-18  0  6.24988e-16  0  2.73524e-16  1.24435e-16  9.59875e-17  7.89581e-17  2.0548e-16  6.67706e-24  1.98907e-17  3.6421e-16  5.15598e-16  1.15162e-16  4.44782e-19  9.17032e-19  
0.250815  0.708949  4.35079e-17  0  0  1.67028e-16  3.41593e-18  0  6.24988e-16  0  2.73524e-16  1.24435e-16  9.59875e-17  7.89581e-17  2.0548e-16  6.67706e-24  1.98907e-17  3.6421e-16  5.15598e-16  1.15162e-16  4.44782e-19  9.17032e-19  
0.251112  0.774812  1.75206e-12  1.09806e-14  2.64136e-12  5.48683e-14  1.97934e-12  1.0056e-12  7.82053e-15  1.65971e-12  3.61088e-12  4.80688e-13  5.12246e-13  5.34137e-13  3.00802e-13  1.25664e-12  1.1023e-13  1.86244e-12  1.60595e-12  3.60868e-12  1.28053e-13  7.62438e-13  
0.251412  0.25141  3.34232e-18  0  2.13637e-17  0  9.49831e-19  0  1.3432e-17  1.82317e-17  0  0  0  2.68395e-24  0  0  1.13522e-16  0  7.18125e-20  0  2.01701e-18  1.94998e-17  
0.250978  0.804161  2.2232e-07  2.75555e-11  7.18816e-12  1.37895e-07  2.50305e-26  9.56157e-13  1.23779e-08  8.80054e-16  6.17854e-21  3.14018e-19  4.51034e-09  8.52369e-16  6.99547e-17  0  6.14581e-13  1.14908e-19  6.94394e-09  1.4096e-07  6.65464e-25  2.92005e-13  
0.251937  0.657089  5.35227e-09  1.31184e-07  2.26405e-07  6.07269e-10  8.13977e-11  1.07571e-07  2.09305e-08  8.96807e-09  2.76669e-13  1.48472e-10  4.8586e-11  1.70966e-13  8.29303e-08  2.36662e-08  5.24988e-08  6.19467e-08  3.67761e-08  1.22099e-08  1.36561e-10  5.2232e-08  
0.251268  0.744947  5.3923e-07  1.16149e-10  2.02532e-09  1.24775e-09  1.23305e-10  2.63992e-08  3.79095e-09  5.66428e-10  5.7701e-08  2.10221e-10  7.90952e-07  9.1108e-07  6.33765e-11  5.71541e-10  3.80192e-10  1.42293e-11  1.75648e-09  3.37125e-09  1.08714e-11  1.65317e-11  
0.251323  0.188555  2.27249e-18  0  1.0235e-17  0  5.10008e-20  0  1.1353e-18  5.48181e-19  0  0  0  1.42002e-24  0  0  3.13729e-17  0  8.03384e-20  0  1.29421e-18  9.29321e-18  
0.250508  0.821619  9.69476e-08  1.52947e-09  2.53215e-09  2.83218e-11  3.68437e-09  7.40931e-08  5.09365e-09  6.27763e-11  8.72897e-08  1.43375e-11  7.88099e-08  1.32005e-12  9.07404e-10  9.21773e-10  3.39233e-11  4.37163e-08  3.13525e-09  7.32961e-07  3.21983e-12  2.29923e-10  
0.251363  0.686078  2.12657e-09  2.89913e-14  3.58387e-13  7.52104e-13  2.00001e-11  7.6822e-11  1.14366e-13  4.58766e-10  4.76478e-14  1.84613e-11  2.12489e-12  8.80827e-18  4.38153e-13  4.05691e-13  1.29709e-11  1.58872e-15  4.33272e-12  1.91127e-13  1.42788e-11  2.77e-11  
