1  1  0.200237  0.900064  0.59993  0.70014  0.399855  
0.950255  0.947485  0.499965  0.500015  0.500034  0.500016  0.500001  
0.964918  0.890993  0.500011  0.500025  0.50003  0.500018  0.500013  
0.870695  0.95029  0.499981  0.499978  0.50004  0.500034  0.500005  
0.975127  0.82079  0.500012  0.500014  0.500016  0.500028  0.499988  
0.860835  0.902602  0.500012  0.499986  0.500006  0.500019  0.500017  
0.908716  0.831584  0.499994  0.500005  0.500039  0.50001  0.500015  
0.768802  0.957962  0.499976  0.500002  0.499965  0.499988  0.500044  
0.982361  0.730146  0.500003  0.500032  0.500013  0.500019  0.499986  
0.831291  0.84224  0.49998  0.499991  0.500047  0.500009  0.500028  
0.901519  0.759104  0.499995  0.500012  0.499983  0.500012  0.499987  
0.730692  0.915115  0.499983  0.500029  0.499964  0.499995  0.499994  
0.935142  0.699172  0.500004  0.500027  0.500017  0.500006  0.500014  
0.752056  0.850207  0.500037  0.500006  0.49996  0.500026  0.500008  
0.836428  0.7487  0.500026  0.499966  0.500011  0.500009  0.500017  
0.637504  0.962381  0.499976  0.500018  0.499957  0.500002  0.499969  
0.98778  0.607568  0.500029  0.500034  0.500007  0.500022  0.49997  
0.781272  0.753075  0.499987  0.500013  0.499958  0.499998  0.499996  
0.880656  0.653979  0.499999  0.50002  0.500009  0.500025  0.500014  
0.659282  0.856539  0.49998  0.500003  0.499998  0.500006  0.499994  
0.930437  0.594247  0.499997  0.500015  0.500005  0.500018  0.499998  
0.699606  0.775519  0.499982  0.499995  0.499995  0.500008  0.499995  
0.809544  0.655936  0.499931  0.500024  0.499974  0.499967  0.500003  
0.565355  0.921119  0.499983  0.499972  0.50003  0.500035  0.500002  
0.954647  0.534515  0.499995  0.50001  0.500001  0.500011  0.499982  
0.703278  0.71106  0.499977  0.500036  0.500031  0.500034  0.500011  
0.825105  0.594236  0.499982  0.500012  0.499992  0.499988  0.499984  
0.561616  0.857032  0.500016  0.499987  0.50002  0.499999  0.500026  
0.88495  0.532493  0.500022  0.500011  0.499983  0.499989  0.499977  
0.612563  0.752534  0.499993  0.499986  0.500039  0.500016  0.500008  
0.743041  0.608894  0.499999  0.500021  0.499992  0.500028  0.500017  
0.460251  0.963367  0.500047  0.499985  0.500001  0.499988  0.500032  
0.99168  0.438136  0.500001  0.500001  0.499981  0.500008  0.500006  
0.703864  0.60512  0.500011  0.499979  0.499979  0.500013  0.500021  
0.845467  0.493165  0.500049  0.499983  0.500008  0.499963  0.500001  
0.54645  0.746123  0.49996  0.499971  0.500033  0.500015  0.499998  
0.915575  0.437147  0.499997  0.500018  0.499991  0.500003  0.499991  
0.610437  0.641724  0.499988  0.499983  0.500033  0.500031  0.499962  
0.759438  0.504784  0.499979  0.499986  0.500025  0.499998  0.499987  
0.443497  0.847047  0.500018  0.499988  0.499994  0.499986  0.500022  
0.950615  0.386714  0.500035  0.50003  0.499963  0.499984  0.499946  
0.630266  0.571103  0.499978  0.500012  0.499994  0.500038  0.499967  
0.787288  0.446683  0.49998  0.500015  0.499976  0.499962  0.500025  
0.45629  0.754405  0.499967  0.499974  0.499956  0.499995  0.5  
0.865185  0.388892  0.500003  0.5  0.499983  0.49998  0.500023  
0.528108  0.624392  0.499958  0.499993  0.500006  0.499995  0.500007  
0.692558  0.464526  0.500004  0.49997  0.499986  0.500016  0.500014  
0.346438  0.907186  0.500014  0.500004  0.499957  0.499974  0.5  
0.967713  0.317323  0.499995  0.500009  0.499968  0.499991  0.500001  
0.617201  0.486166  0.499968  0.500013  0.500007  0.500012  0.499963  
0.789923  0.370377  0.499983  0.499978  0.499996  0.50001  0.499991  
0.430696  0.66402  0.499964  0.499974  0.499981  0.499989  0.49999  
0.876505  0.317873  0.499984  0.500015  0.499989  0.499983  0.499995  
0.510272  0.533415  0.499995  0.500007  0.499998  0.500013  0.499951  
0.690267  0.383848  0.499987  0.500013  0.500002  0.50001  0.499962  
0.316019  0.81736  0.500023  0.499981  0.499987  0.50001  0.500004  
0.918153  0.273418  0.499975  0.500029  0.500028  0.500027  0.500052  
0.540087  0.453581  0.499999  0.500004  0.500015  0.500016  0.500004  
0.726841  0.327706  0.499983  0.500003  0.500005  0.500033  0.500003  
0.33967  0.681935  0.500004  0.499987  0.500007  0.499987  0.499942  
0.819369  0.275183  0.499989  0.5  0.500007  0.500019  0.499987  
0.426021  0.512744  0.499954  0.499996  0.500018  0.499971  0.500009  
0.618476  0.343178  0.49995  0.500033  0.499967  0.499961  0.499983  
0.218319  0.943676  0.500045  0.499946  0.500041  0.500016  0.499946  
0.994296  0.200979  0.499991  0.49996  0.500011  0.50002  0.499939  
0.590431  0.328787  0.500011  0.499979  0.499992  0.499986  0.500023  
0.791393  0.237324  0.499983  0.499973  0.500007  0.500025  0.499975  
0.379508  0.478108  0.499959  0.499973  0.500029  0.499977  0.499971  
0.890529  0.196802  0.499997  0.499989  0.500018  0.500042  0.499992  
0.474627  0.357075  0.499974  0.499998  0.499995  0.500011  0.499986  
0.679447  0.240233  0.500059  0.500035  0.499984  0.5  0.500029  
0.255998  0.614292  0.500002  0.499977  0.499948  0.500022  0.500018  
0.940401  0.161111  0.500002  0.499993  0.500011  0.500031  0.500006  
0.512778  0.284  0.499984  0.499971  0.500012  0.499963  0.49996  
0.724544  0.193154  0.500017  0.500021  0.499986  0.499975  0.500005  
0.289571  0.462121  0.499963  0.500004  0.499991  0.500039  0.500019  
0.83029  0.154113  0.499993  0.50002  0.500025  0.500023  0.500002  
0.389147  0.314984  0.50001  0.499987  0.499976  0.500007  0.500032  
0.606569  0.192245  0.500033  0.499948  0.5  0.5  0.500047  
0.159395  0.698639  0.500018  0.499952  0.5  0.500009  0.500004  
0.965087  0.108938  0.5  0.499998  0.500008  0.500029  0.500013  
0.515454  0.19415  0.499997  0.49997  0.5  0.500014  0.500025  
0.738556  0.12753  0.499982  0.500028  0.500022  0.500004  0.499985  
0.280964  0.31673  0.500029  0.499979  0.499978  0.499987  0.500048  
0.849728  0.09796  0.500006  0.500002  0.500016  0.500025  0.499979  
0.387385  0.201387  0.500017  0.499956  0.499969  0.499994  0.500015  
0.616457  0.117389  0.500004  0.500028  0.499961  0.500015  0.5  
0.147576  0.456405  0.499982  0.499964  0.499949  0.500013  0.499998  
0.904736  0.0675537  0.49999  0.500003  0.500009  0.500003  0.500016  
0.432525  0.129832  0.500024  0.499974  0.499973  0.500003  0.500008  
0.666894  0.0768253  0.499995  0.499971  0.499983  0.499989  0.500029  
0.187147  0.246281  0.500003  0.499989  0.49998  0.500047  0.500032  
0.783331  0.051665  0.499993  0.500013  0.500011  0.499963  0.499935  
0.298669  0.117777  0.499961  0.499994  0.499998  0.500051  0.499986  
0.537461  0.0555104  0.499978  0.499996  0.499991  0.500008  0.499952  
0.0476978  0.529556  0.499998  0.499965  0.499975  0.500028  0.500034  
0.977193  0.0206258  0.500008  0.499995  0.499998  0.500023  0.500014  
0.484282  0.0307525  0.499964  0.499986  0.499999  0.500037  0.499954  
0.729452  0.0136737  0.49999  0.500033  0.499974  0.499956  0.499945  
0.230092  0.0208795  0.500053  0.499983  0.500017  0.499996  0.500004  
