1.64686e-12  0.00121304  0.491156  0.484711  0.510047  0.490286  0.471396  0.492125  0.48821  0.473431  0.486126  0.504636  0.49431  0.490473  0.517334  0.491652  0.504731  0.482255  0.535228  0.506631  0.504187  0.489802  0.500156  0.518434  0.478732  0.518662  0.479378  0.545768  0.498002  0.510488  
0.0264212  0.0313463  0.533787  0.513986  0.494484  0.503621  0.507547  0.52512  0.493747  0.51776  0.510031  0.507511  0.51748  0.515574  0.519738  0.516432  0.510583  0.471789  0.515981  0.512196  0.529476  0.512325  0.511109  0.516569  0.503873  0.490238  0.478602  0.503814  0.51393  0.516106  
0.017623  0.0774986  0.524611  0.516593  0.525886  0.514839  0.526405  0.529107  0.52965  0.535719  0.541867  0.536353  0.537277  0.543097  0.541783  0.538893  0.535938  0.513  0.537782  0.527622  0.555441  0.529746  0.523053  0.512611  0.519076  0.499017  0.465589  0.508656  0.498351  0.508045  
0.0960463  0.0264337  0.527543  0.513544  0.507221  0.509374  0.518004  0.51482  0.492793  0.515149  0.518741  0.507539  0.510891  0.517413  0.509814  0.511393  0.512518  0.493512  0.511127  0.50975  0.515734  0.504505  0.502406  0.513911  0.498208  0.49167  0.485707  0.498405  0.516546  0.509903  
0.00252967  0.136965  0.52221  0.529365  0.528029  0.538142  0.546818  0.554138  0.572304  0.560593  0.568129  0.56932  0.56977  0.563833  0.569469  0.566419  0.55853  0.557818  0.564563  0.562777  0.583512  0.549772  0.547253  0.509324  0.531599  0.527161  0.501851  0.513035  0.509861  0.488404  
0.111121  0.0570615  0.535642  0.529846  0.549468  0.530595  0.529063  0.526693  0.517082  0.534382  0.564854  0.529729  0.528438  0.543922  0.520167  0.52606  0.534352  0.525271  0.51327  0.52838  0.50016  0.499133  0.532536  0.514724  0.492179  0.464269  0.484336  0.484148  0.490831  0.495652  
0.0745889  0.126089  0.540117  0.547265  0.542174  0.547312  0.556297  0.560834  0.563405  0.558457  0.558402  0.563673  0.559256  0.559422  0.552369  0.549276  0.547592  0.54176  0.53848  0.539833  0.535043  0.521322  0.515572  0.504817  0.503759  0.496012  0.493043  0.48704  0.486634  0.473372  
0.191937  0.0215211  0.5213  0.513102  0.519959  0.515127  0.507061  0.504521  0.491839  0.512539  0.527451  0.507566  0.504301  0.519251  0.499891  0.506354  0.514454  0.515234  0.506273  0.507304  0.501992  0.496684  0.493704  0.511253  0.492543  0.493101  0.492812  0.492995  0.519161  0.5037  
0.00856087  0.225167  0.536439  0.551622  0.548069  0.542987  0.590521  0.58942  0.586519  0.601976  0.607322  0.618155  0.616336  0.602119  0.602889  0.607051  0.603446  0.594188  0.598472  0.595486  0.607705  0.578417  0.568504  0.560299  0.545297  0.541728  0.490435  0.514114  0.510992  0.485012  
0.146648  0.115214  0.558024  0.557836  0.556319  0.556483  0.565776  0.56753  0.554506  0.55632  0.548675  0.558025  0.548743  0.555011  0.535269  0.532133  0.536655  0.525702  0.512397  0.516888  0.486574  0.492872  0.48389  0.50031  0.47592  0.464863  0.484235  0.461046  0.463407  0.45834  
0.0811663  0.195711  0.56124  0.577298  0.577846  0.574339  0.59728  0.586943  0.597501  0.602993  0.598837  0.606956  0.604111  0.579712  0.575493  0.581564  0.57252  0.558158  0.557084  0.558418  0.556525  0.531726  0.522138  0.534294  0.504001  0.503043  0.465842  0.472334  0.462182  0.45594  
0.241389  0.0540081  0.528638  0.522759  0.521706  0.530018  0.522219  0.519188  0.511347  0.513277  0.527925  0.513682  0.505147  0.503284  0.498462  0.501084  0.51176  0.483095  0.496707  0.494094  0.489477  0.486067  0.467195  0.494493  0.478928  0.481264  0.481725  0.477378  0.488859  0.47566  
0.0500089  0.258752  0.572016  0.589856  0.59904  0.592272  0.620872  0.616825  0.632261  0.632021  0.618436  0.639287  0.634921  0.620251  0.607815  0.612361  0.602497  0.584561  0.587305  0.590012  0.595778  0.554205  0.54821  0.53683  0.518118  0.516088  0.465348  0.477329  0.468764  0.452055  
0.231515  0.0964171  0.548676  0.548921  0.556977  0.552341  0.547156  0.531688  0.530234  0.53076  0.530485  0.523964  0.512968  0.522559  0.500183  0.502586  0.50791  0.474992  0.492132  0.49431  0.479347  0.473176  0.462162  0.478482  0.459477  0.47948  0.46533  0.453861  0.481312  0.450663  
0.152564  0.204211  0.586959  0.603502  0.630788  0.593059  0.60519  0.586275  0.608723  0.604347  0.598277  0.596124  0.584793  0.575021  0.548363  0.556378  0.534976  0.522383  0.513294  0.514402  0.505424  0.485079  0.479141  0.4844  0.462285  0.436109  0.441043  0.43079  0.427844  0.423557  
0.340487  0.011599  0.508599  0.496598  0.486434  0.507696  0.497282  0.506688  0.49246  0.495794  0.525364  0.5034  0.497327  0.484009  0.496741  0.499582  0.515609  0.491199  0.501283  0.493878  0.499607  0.498958  0.472229  0.502109  0.498379  0.483048  0.498121  0.500896  0.496406  0.500657  
6.75025e-06  0.36633  0.558482  0.556396  0.596602  0.598114  0.617582  0.637046  0.613352  0.659496  0.667223  0.662385  0.675301  0.681828  0.67793  0.675509  0.673891  0.689116  0.677873  0.665016  0.68212  0.64896  0.622218  0.606728  0.601763  0.574674  0.516888  0.545957  0.518077  0.526977  
0.214068  0.196598  0.594653  0.598036  0.590015  0.608621  0.598462  0.580974  0.585748  0.564626  0.539045  0.563996  0.538452  0.517298  0.514342  0.509572  0.502604  0.462482  0.476967  0.484202  0.462998  0.451662  0.433637  0.440162  0.424784  0.444959  0.4282  0.411811  0.399405  0.392584  
0.103549  0.306777  0.602019  0.628516  0.645335  0.642981  0.657113  0.641027  0.659166  0.651245  0.645572  0.669932  0.643155  0.624386  0.590093  0.611184  0.604732  0.546092  0.576037  0.569469  0.56923  0.525549  0.517075  0.528055  0.492694  0.486165  0.422741  0.437299  0.424698  0.406548  
0.341986  0.100683  0.543207  0.531039  0.534031  0.524424  0.513769  0.51904  0.495471  0.497628  0.489269  0.486953  0.476951  0.47278  0.469357  0.466691  0.470304  0.47365  0.463808  0.464441  0.450101  0.452073  0.449445  0.45921  0.443517  0.437591  0.460384  0.453343  0.479778  0.461669  
0.046947  0.381863  0.602744  0.617089  0.643391  0.664663  0.664028  0.66566  0.688464  0.675366  0.684626  0.701118  0.688551  0.687673  0.644067  0.674062  0.671857  0.611224  0.643779  0.627995  0.635955  0.592718  0.587081  0.576469  0.553754  0.529848  0.473851  0.48159  0.466131  0.444841  
0.312202  0.1671  0.564435  0.563605  0.560114  0.55378  0.530563  0.527436  0.520583  0.505911  0.503688  0.493038  0.476354  0.460968  0.456498  0.468805  0.451755  0.449699  0.445647  0.437995  0.430417  0.429257  0.421431  0.429676  0.411793  0.41697  0.430271  0.422592  0.447442  0.425864  
0.193641  0.305086  0.642835  0.657742  0.647289  0.653961  0.65667  0.632404  0.628906  0.622014  0.604217  0.613352  0.572246  0.575644  0.552383  0.537104  0.520014  0.480179  0.479839  0.495553  0.455425  0.428338  0.410302  0.403857  0.40364  0.419293  0.375971  0.36419  0.364078  0.338951  
0.441971  0.0419036  0.511869  0.496903  0.511728  0.495112  0.491908  0.51125  0.476369  0.484566  0.477663  0.481549  0.478738  0.446705  0.478696  0.470554  0.486139  0.48658  0.481233  0.489593  0.473872  0.478666  0.480637  0.489353  0.480999  0.464808  0.490069  0.486633  0.528519  0.496225  
0.0180538  0.456041  0.612212  0.615478  0.629462  0.668409  0.67734  0.687468  0.700404  0.703681  0.724217  0.722203  0.730666  0.735654  0.708708  0.727234  0.720908  0.68377  0.693356  0.681156  0.686498  0.650224  0.636004  0.608381  0.596829  0.573335  0.514872  0.512995  0.497113  0.468648  
0.318861  0.233516  0.585663  0.596171  0.586198  0.583136  0.547358  0.535832  0.545695  0.514194  0.518107  0.499123  0.475758  0.449155  0.443638  0.44267  0.433205  0.41375  0.427486  0.41155  0.410734  0.406441  0.393418  0.400142  0.380068  0.396349  0.400159  0.39184  0.415107  0.390059  
0.17894  0.378467  0.675307  0.69651  0.695495  0.70322  0.676169  0.671477  0.67421  0.676122  0.655724  0.663577  0.606107  0.580878  0.58426  0.579114  0.530989  0.507379  0.511782  0.500927  0.47079  0.432104  0.395346  0.430808  0.407492  0.380097  0.364865  0.366529  0.330786  0.344198  
