2.0002  0.000200573  
1.99006  0.0202813  
1.9799  0.0405885  
1.96965  0.0610826  
1.95928  0.0818036  
1.94882  0.102726  
1.93824  0.123874  
1.92756  0.145233  
1.91677  0.166817  
1.90586  0.188625  
1.89484  0.21066  
1.88371  0.232937  
1.87245  0.255445  
1.86108  0.278195  
1.84958  0.301189  
1.83796  0.324423  
1.82621  0.347927  
1.81434  0.371676  
1.80233  0.39569  
1.79019  0.419968  
1.77792  0.444513  
1.76551  0.469342  
1.75297  0.494441  
1.74028  0.519823  
1.72743  0.545501  
1.71445  0.571463  
1.70132  0.597727  
1.68804  0.624301  
1.6746  0.651181  
1.66101  0.678359  
1.64726  0.705869  
1.63333  0.733711  
1.61924  0.761883  
1.60499  0.790395  
1.59057  0.819246  
1.57596  0.848445  
1.56119  0.877999  
1.54623  0.907915  
1.53109  0.938207  
1.51575  0.968864  
1.50023  0.999913  
1.4845  1.03135  
1.46859  1.06318  
1.45246  1.09543  
1.43614  1.12808  
1.41961  1.16115  
1.40285  1.19467  
1.38589  1.22862  
1.3687  1.26301  
1.35127  1.29786  
1.33362  1.33318  
1.31573  1.36895  
1.2976  1.40519  
1.2792  1.44197  
1.26057  1.47923  
1.24168  1.51702  
1.22253  1.55532  
1.20311  1.59416  
1.18343  1.63355  
1.16344  1.6735  
1.14319  1.71401  
1.12265  1.7551  
1.1018  1.79681  
1.08065  1.83911  
1.05918  1.88206  
1.03741  1.92559  
1.01531  1.96981  
0.992874  2.0147  
0.9701  2.06027  
0.946971  2.10652  
0.923484  2.15347  
0.899642  2.20118  
0.875422  2.24962  
0.850822  2.29882  
0.825824  2.3488  
0.800446  2.39956  
0.774637  2.45119  
0.748424  2.50362  
0.721777  2.55692  
0.694687  2.6111  
0.667151  2.66619  
0.639142  2.72219  
0.610667  2.77917  
0.581698  2.83709  
0.552239  2.89604  
0.522257  2.956  
0.491758  3.01702  
0.46071  3.07912  
0.42912  3.14232  
0.396949  3.20669  
0.364206  3.2722  
0.330848  3.33895  
0.296874  3.40696  
0.262278  3.47619  
0.227016  3.54679  
0.191085  3.61866  
0.154469  3.69195  
0.117141  3.76666  
0.0790524  3.84292  
0.0402207  3.92065  
