0.143162  0.429294  0.427613  
0.143127  0.429294  0.427613  
0.200105  0.600296  0.199606  
0.0773543  0.231983  0.690695  
0.225872  0.677508  0.0966788  
0.111431  0.334244  0.554345  
0.172586  0.517757  0.30966  
0.0405152  0.121493  0.838021  
0.238096  0.714284  0.0476224  
0.127547  0.38264  0.489814  
0.186585  0.559763  0.253653  
0.0593397  0.177816  0.762931  
0.213188  0.639562  0.147251  
0.0947093  0.284114  0.621183  
0.158084  0.474245  0.367677  
0.023461  0.0628725  0.916173  
0.24456  0.732485  0.0234987  
0.135433  0.406188  0.458417  
0.193388  0.580159  0.226459  
0.0684896  0.205167  0.726509  
0.21956  0.658673  0.121771  
0.10316  0.309424  0.587441  
0.165399  0.496194  0.338408  
0.0308277  0.0924535  0.876735  
0.23202  0.696054  0.0719312  
0.119571  0.358702  0.521732  
0.179625  0.538879  0.281498  
0.0499548  0.149944  0.800113  
0.206696  0.620081  0.173226  
0.0861203  0.258281  0.655645  
0.150651  0.451937  0.397419  
0.0109525  0.0326456  0.956516  
0.247067  0.741201  0.0117497  
0.139448  0.417792  0.442958  
0.197148  0.590293  0.212974  
0.0769727  0.218653  0.708468  
0.222718  0.668136  0.109155  
0.107339  0.321941  0.570752  
0.169025  0.507027  0.323974  
0.0405651  0.107055  0.857272  
0.235082  0.705212  0.0597209  
0.123582  0.370731  0.505693  
0.183136  0.549376  0.267502  
0.0546473  0.163937  0.781419  
0.209951  0.629847  0.160207  
0.0904267  0.271269  0.638311  
0.154456  0.463199  0.382405  
0.0159432  0.0477749  0.936313  
0.241157  0.723333  0.0355592  
0.131502  0.394506  0.473993  
0.189995  0.569983  0.240026  
0.063934  0.191553  0.744643  
0.2165  0.649164  0.134449  
0.0989376  0.296805  0.604264  
0.16176  0.48528  0.352961  
0.0259789  0.0777352  0.896362  
0.229004  0.686814  0.0842496  
0.115524  0.346554  0.537952  
0.176181  0.528359  0.295529  
0.0452626  0.135778  0.818967  
0.203408  0.61022  0.186374  
0.0817689  0.245204  0.673077  
0.146929  0.440675  0.412434  
0.00575381  0.0172748  0.976974  
0.191398  0.80286  0.0063466  
0.141196  0.423539  0.435303  
0.187127  0.603725  0.209222  
0.0753823  0.225335  0.699559  
0.16971  0.720438  0.109945  
0.109364  0.328084  0.562556  
0.16357  0.516843  0.3196  
0.0381036  0.114287  0.847621  
0.148439  0.796087  0.060182  
0.12557  0.376702  0.497735  
0.136197  0.587613  0.276209  
0.0569458  0.170913  0.772149  
0.120716  0.708376  0.17165  
0.0925561  0.277698  0.629748  
0.105819  0.496707  0.397478  
0.0184699  0.0553471  0.926214  
0.106394  0.858696  0.034911  
0.0941685  0.418436  0.487415  
0.0953038  0.643627  0.261071  
0.0660822  0.198366  0.735567  
0.0834468  0.766357  0.150201  
0.0692435  0.313824  0.616935  
0.0734862  0.543604  0.38296  
0.0285684  0.0851352  0.886495  
0.0626676  0.842153  0.0951804  
0.0571442  0.376698  0.566167  
0.05232  0.615063  0.332618  
0.047014  0.142926  0.810125  
0.016584  0.760915  0.222504  
0.0363751  0.264781  0.698907  
0.028699  0.509152  0.462153  
0.00832821  0.0250024  0.966673  
0.0213425  0.961252  0.0207717  
0.0160367  0.469794  0.514171  
0.011233  0.718804  0.269966  
0.00469847  0.226831  0.768474  
