1  9.83143e-15  5.2863e-16  
0.996928  0.0553849  0.0553848  
0.991628  0.122502  0.040834  
0.986562  0.0516686  0.155006  
0.976445  0.213597  0.0305138  
0.978669  0.105698  0.176165  
0.973165  0.197317  0.118391  
0.95298  0.0428552  0.299987  
0.937689  0.346705  0.0231133  
0.956392  0.179323  0.230559  
0.944077  0.300171  0.136441  
0.924015  0.0859755  0.372566  
0.914656  0.393881  0.0908954  
0.92006  0.162118  0.356663  
0.919984  0.30939  0.240638  
0.85979  0.0339624  0.509518  
0.839911  0.542442  0.0174977  
0.895478  0.294492  0.333756  
0.869241  0.460396  0.180154  
0.847277  0.143214  0.51148  
0.821459  0.560734  0.103839  
0.847363  0.246394  0.470389  
0.843979  0.442676  0.302883  
0.765856  0.0661652  0.639599  
0.752577  0.655009  0.0677592  
0.811754  0.329774  0.481979  
0.792036  0.540777  0.283264  
0.732941  0.123874  0.668919  
0.73896  0.648796  0.181663  
0.743058  0.243841  0.623223  
0.758935  0.48827  0.430826  
0.634685  0.0247723  0.772374  
0.614961  0.788458  0.012515  
0.723187  0.472873  0.503381  
0.675267  0.693597  0.250876  
0.652972  0.221689  0.724211  
0.607886  0.783603  0.128226  
0.659241  0.367877  0.655796  
0.651874  0.638422  0.409241  
0.55667  0.10121  0.824546  
0.531907  0.843778  0.0715064  
0.617423  0.463694  0.635434  
0.587632  0.727057  0.355073  
0.527381  0.17264  0.831904  
0.525198  0.824612  0.210195  
0.540821  0.327119  0.774924  
0.555467  0.640303  0.530536  
0.43319  0.0442288  0.900217  
0.421361  0.905798  0.0445475  
0.516664  0.546263  0.659284  
0.476993  0.809693  0.34187  
0.437659  0.222056  0.87129  
0.415859  0.890453  0.184811  
0.446972  0.392554  0.803814  
0.450173  0.721309  0.526362  
0.352418  0.078931  0.932508  
0.350953  0.929411  0.114137  
0.409087  0.492442  0.768211  
0.392079  0.802312  0.450077  
0.327556  0.152517  0.932441  
0.341569  0.898691  0.275109  
0.3379  0.320127  0.885066  
0.356565  0.680942  0.639671  
0.255232  0.0151745  0.966761  
0.244325  0.969663  0.00763486  
0.321771  0.658959  0.67988  
0.281972  0.9063  0.31482  
0.268355  0.293253  0.917599  
0.2356  0.960649  0.147126  
0.268412  0.483461  0.833199  
0.259595  0.820673  0.509025  
0.205271  0.12873  0.970202  
0.188049  0.979363  0.0740691  
0.232122  0.585313  0.77687  
0.211321  0.884155  0.41667  
0.181112  0.210436  0.960685  
0.174883  0.956809  0.232234  
0.18085  0.39474  0.900818  
0.182819  0.766654  0.615482  
0.130966  0.0572394  0.989733  
0.121817  0.991734  0.0403143  
0.154747  0.642056  0.750878  
0.134685  0.917915  0.373218  
0.118685  0.256432  0.959248  
0.106321  0.975718  0.191496  
0.112909  0.448521  0.886612  
0.108482  0.811846  0.573705  
0.0782498  0.0933173  0.992557  
0.0728051  0.991034  0.11203  
0.0828281  0.550301  0.830848  
0.0731379  0.876753  0.475347  
0.0557492  0.171455  0.983613  
0.0527485  0.958338  0.280725  
0.0475099  0.351829  0.934858  
0.0442325  0.738717  0.672563  
0.0265848  0.0239661  0.999359  
0.0211046  0.999489  0.0239876  
0.0213393  0.673069  0.739272  
0.0130616  0.935835  0.352196  
0.00607665  0.281111  0.959656  
