2.06926  0.069464  
1.97326  0.0875222  
1.94731  0.105419  
1.92852  0.123372  
1.91309  0.141447  
1.89965  0.159682  
1.88753  0.178104  
1.87634  0.196732  
1.86585  0.215581  
1.85588  0.234667  
1.84632  0.254  
1.83707  0.273591  
1.82807  0.29345  
1.81924  0.313587  
1.81056  0.334008  
1.80196  0.354722  
1.79342  0.375735  
1.7849  0.397053  
1.77637  0.41868  
1.7678  0.440621  
1.75915  0.462877  
1.75039  0.485449  
1.7415  0.508335  
1.73242  0.531532  
1.72313  0.555032  
1.71358  0.578824  
1.70371  0.602889  
1.69346  0.627203  
1.68276  0.651732  
1.67152  0.676428  
1.6596  0.701222  
1.64687  0.726021  
1.6331  0.750688  
1.61799  0.77502  
1.60109  0.79871  
1.58168  0.821251  
1.55847  0.841758  
1.52903  0.858519  
1.48871  0.868207  
1.4369  0.86954  
1.3929  0.874394  
1.36177  0.886875  
1.33798  0.90402  
1.31833  0.924057  
1.30125  0.946125  
1.28588  0.969775  
1.27171  0.994749  
1.25839  1.02089  
1.24569  1.0481  
1.23345  1.07632  
1.22152  1.10549  
1.2098  1.13557  
1.19819  1.16654  
1.18661  1.19837  
1.17498  1.23103  
1.16323  1.26447  
1.15128  1.29864  
1.13904  1.33346  
1.12643  1.36885  
1.11334  1.40465  
1.09965  1.44069  
1.08521  1.47669  
1.06981  1.51229  
1.05323  1.54695  
1.03513  1.57991  
1.01506  1.61008  
0.992453  1.6359  
0.966599  1.65533  
0.936994  1.66639  
0.90432  1.66942  
0.871412  1.66992  
0.841422  1.67534  
0.81533  1.68903  
0.792557  1.71077  
0.77223  1.73939  
0.753622  1.77383  
0.73619  1.81332  
0.719529  1.8573  
0.703321  1.90537  
0.687303  1.9572  
0.671243  2.01243  
0.654917  2.07066  
0.638099  2.1313  
0.620539  2.19348  
0.601954  2.25585  
0.582012  2.31637  
0.560329  2.37198  
0.536504  2.41849  
0.510261  2.45104  
0.48179  2.46672  
0.450894  2.46946  
0.423107  2.47193  
0.395846  2.48844  
0.370528  2.52768  
0.346578  2.59301  
0.323173  2.68525  
0.29942  2.80354  
0.274382  2.94331  
0.247145  3.09007  
0.217232  3.2109  
