2.00367  0.00412635  0.00367231  
2.00141  0.107755  0.0971789  
1.99865  0.241608  0.0722477  
1.99915  0.087188  0.309286  
1.99097  0.428556  0.058578  
1.99664  0.212992  0.340188  
1.99183  0.397878  0.2125  
1.99147  0.0590807  0.613921  
1.97067  0.715496  0.00371885  
1.98825  0.365391  0.46671  
1.9772  0.610647  0.277026  
1.98347  0.162699  0.782684  
1.95933  0.827389  0.103236  
1.97976  0.342915  0.747869  
1.97042  0.64114  0.506731  
1.96589  0.0781139  1.1395  
1.91067  1.20199  0.00270996  
1.96374  0.632336  0.708299  
1.9364  0.997919  0.367712  
1.95939  0.325965  1.14854  
1.89985  1.26785  0.00268195  
1.95215  0.549483  1.06197  
1.93077  0.982855  0.638288  
1.9318  0.115455  1.57191  
1.84484  1.57242  0.134981  
1.93154  0.76037  1.12407  
1.89083  1.26345  0.639365  
1.91471  0.279832  1.70877  
1.84013  1.57946  0.281463  
1.91083  0.603299  1.56068  
1.88488  1.17872  1.00334  
1.86125  0.0710959  2.21567  
1.7017  2.12992  0.0325437  
1.86903  1.18806  1.26447  
1.78332  1.79238  0.594025  
1.86492  0.61277  2.00366  
1.69475  2.13256  0.32298  
1.8523  1.01281  1.75242  
1.7848  1.67994  1.08047  
1.80027  0.288047  2.6038  
1.5876  2.45375  0.105492  
1.80361  1.31861  1.79905  
1.69248  2.04361  0.991807  
1.77467  0.541488  2.7187  
1.58855  2.41943  0.562231  
1.76219  1.03166  2.46878  
1.69158  1.89437  1.55472  
1.66912  0.166779  3.36988  
1.39064  2.90307  0.133647  
1.6829  1.73304  2.08696  
1.52495  2.51835  1.02736  
1.65522  0.822176  3.19659  
1.38979  2.88539  0.582313  
1.63169  1.40072  2.84048  
1.5153  2.3717  1.7311  
1.52373  0.316097  3.92464  
1.23662  3.16863  0.126564  
1.55194  1.8143  2.77892  
1.38496  2.72022  1.5428  
1.46343  0.61796  4.04654  
1.23014  3.12318  0.922657  
1.45598  1.32739  3.69462  
1.35779  2.51748  2.33742  
1.28127  0.0286187  4.69398  
0.937707  3.55453  0.0153655  
1.293  2.55722  2.64043  
1.07661  3.32506  1.02941  
1.28183  1.35692  4.2229  
0.914986  3.56648  0.428711  
1.22985  2.13053  3.6845  
1.0523  3.19119  1.93823  
1.09656  0.629717  4.98227  
0.756348  3.7245  0.0138679  
1.07698  2.60341  3.44343  
0.85767  3.48269  1.64191  
0.987847  1.03074  5.05683  
0.713848  3.7103  0.883633  
0.951681  1.98814  4.55782  
0.808076  3.27427  2.59185  
0.781312  0.316285  5.60395  
0.520046  3.89174  0.0470276  
0.761732  2.98719  3.47593  
0.590591  3.75038  1.48533  
0.686233  1.42233  5.32686  
0.465721  3.89125  0.762548  
0.625177  2.35303  4.65108  
0.510437  3.54724  2.49407  
0.498377  0.501284  5.81633  
0.327771  3.96425  0.340438  
0.45307  2.79949  4.22847  
0.341091  3.73269  2.01214  
0.352044  1.00371  5.76719  
0.246656  3.9221  1.14943  
0.294745  1.97322  5.25905  
0.242312  3.4375  3.12267  
0.0625782  0.115693  6.04219  
0.126279  4.0124  0.0710937  
0.124849  3.25931  3.53278  
0.0957982  3.89737  1.45295  
0.0727173  1.63807  5.5836  
